strain	strain	Data Source	genbank_accession	pango_lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location
OX161396	OX161396	Nextstrain	OX161396	BA.5	Complete	29903	High	NA	Homo sapiens	2022/6/28	United Kingdom
OX162878	OX162878	Nextstrain	OX162878	BA.5.2.1	Complete	29903	High	NA	Homo sapiens	2022/6/28	United Kingdom
OX163192	OX163192	Nextstrain	OX163192	BE.1	Complete	29903	High	NA	Homo sapiens	2022/6/29	United Kingdom
OX164541	OX164541	Nextstrain	OX164541	BA.2	Complete	29903	High	NA	Homo sapiens	2022/4/8	Denmark
OX167343	OX167343	Nextstrain	OX167343	BA.2	Complete	29903	High	NA	Homo sapiens	2022/2/13	Denmark
OX167389	OX167389	Nextstrain	OX167389	BA.2	Complete	29903	High	NA	Homo sapiens	2022/4/12	Denmark
OX167447	OX167447	Nextstrain	OX167447	BA.2	Complete	29903	High	NA	Homo sapiens	2022/4/10	Denmark
OX170136	OX170136	Nextstrain	OX170136	BA.2	Complete	29903	High	NA	Homo sapiens	2022/4/6	Denmark
OX174957	OX174957	Nextstrain	OX174957	BA.2	Complete	29903	High	NA	Homo sapiens	2022/4/14	Denmark
OX177198	OX177198	Nextstrain	OX177198	BA.2.72	Complete	29903	High	NA	Homo sapiens	2022/6/6	Slovakia
OX177748	OX177748	Nextstrain	OX177748	BA.2	Complete	29903	High	NA	Homo sapiens	2022/6/8	Slovakia
OX177750	OX177750	Nextstrain	OX177750	BA.5.1	Complete	29903	High	NA	Homo sapiens	2022/6/8	Slovakia
OX177859	OX177859	Nextstrain	OX177859	BA.2.9	Complete	29903	High	NA	Homo sapiens	2022/6/6	Slovakia
OX177883	OX177883	Nextstrain	OX177883	BA.2	Complete	29903	High	NA	Homo sapiens	2022/4/11	Denmark
OX178092	OX178092	Nextstrain	OX178092	BA.2	Complete	29903	High	NA	Homo sapiens	2022/4/18	Denmark
OX180021	OX180021	Nextstrain	OX180021	BA.2	Complete	29903	High	NA	Homo sapiens	2022/4/11	Denmark
OX180569	OX180569	Nextstrain	OX180569	BA.2	Complete	29903	High	NA	Homo sapiens	2022/4/11	Denmark
OX182002	OX182002	Nextstrain	OX182002	BA.2.36	Complete	29903	High	NA	Homo sapiens	2022/4/21	Denmark
PAK/18065/2022	PAK/18065/2022	Nextstrain	ON437562	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/16	Pakistan
PAK/19195/2022	PAK/19195/2022	Nextstrain	ON437563	BA.1.1.18	Complete	29903	High	NA	Homo sapiens	2022/1/17	Pakistan
PAK/19673/2022	PAK/19673/2022	Nextstrain	ON437564	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/17	Pakistan
PAK/19719/2022	PAK/19719/2022	Nextstrain	ON437565	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/17	Pakistan
PAK/233372/2021	PAK/233372/2021	Nextstrain	OL831035	AY.55	Complete	29903	High	NA	Homo sapiens	2021/9/22	Pakistan
PAK/23701/2022	PAK/23701/2022	Nextstrain	ON437568	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/20	Pakistan
PAK/240635/2021	PAK/240635/2021	Nextstrain	OM131611	AY.108	Complete	29903	High	NA	Homo sapiens	2021/10/4	Pakistan
PAK/24990/2022	PAK/24990/2022	Nextstrain	ON437570	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/20	Pakistan
PAK/25192/2022	PAK/25192/2022	Nextstrain	ON437571	BA.1.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/20	Pakistan
PAK/25233/2022	PAK/25233/2022	Nextstrain	ON437572	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/20	Pakistan
PAK/26126/2022	PAK/26126/2022	Nextstrain	ON437573	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/21	Pakistan
PAK/37197/2022	PAK/37197/2022	Nextstrain	ON437578	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/2/2	Pakistan
PAK/37311/2022	PAK/37311/2022	Nextstrain	ON437579	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/2/2	Pakistan
PAK/38539/2022	PAK/38539/2022	Nextstrain	ON459717	BA.1	Complete	29903	High	NA	Homo sapiens	2022/2/4	Pakistan
PAK/40515/2022	PAK/40515/2022	Nextstrain	ON459728	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/2/7	Pakistan
PAK/42244/2022	PAK/42244/2022	Nextstrain	ON459739	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/2/10	Pakistan
PAK/42535/2022	PAK/42535/2022	Nextstrain	ON459741	BA.2	Complete	29903	High	NA	Homo sapiens	2022/2/11	Pakistan
PAK/42613/2022	PAK/42613/2022	Nextstrain	ON459743	BA.2	Complete	29903	High	NA	Homo sapiens	2022/2/11	Pakistan
PAK/42697/2022	PAK/42697/2022	Nextstrain	ON459747	BA.2	Complete	29903	High	NA	Homo sapiens	2022/2/11	Pakistan
PAK/42826/2022	PAK/42826/2022	Nextstrain	ON459750	BA.2	Complete	29903	High	NA	Homo sapiens	2022/2/12	Pakistan
PER/ABP0003/2022	PER/ABP0003/2022	Nextstrain	OM988109	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/21	Peru
PER/ABP0007/2022	PER/ABP0007/2022	Nextstrain	OM988113	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/21	Peru
PER/ABP0008/2022	PER/ABP0008/2022	Nextstrain	OM988114	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/19	Peru
PER/ABP0009/2022	PER/ABP0009/2022	Nextstrain	OM988115	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/21	Peru
PER/ABP0010/2022	PER/ABP0010/2022	Nextstrain	OM988116	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/20	Peru
PER/ABP0012/2022	PER/ABP0012/2022	Nextstrain	OM988117	BA.1.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/18	Peru
PER/AFI00513/2021	PER/AFI00513/2021	Nextstrain	OK252993	P.1.7.1	Complete	29903	High	NA	Homo sapiens	2021/5/19	Peru
PER/AFI00996/2021	PER/AFI00996/2021	Nextstrain	OK252994	P.1.12	Complete	29903	High	NA	Homo sapiens	2021/6/25	Peru
PER/covper004/2020	PER/covper004/2020	Nextstrain	MW030235	B.1.1.1	Complete	29903	High	NA	Homo sapiens	2020/7/1	Peru
PER/covper027/2020	PER/covper027/2020	Nextstrain	MW030258	C.14	Complete	29903	High	NA	Homo sapiens	2020/5/2	Peru
PER/covper048/2020	PER/covper048/2020	Nextstrain	MW030279	B.1.205	Complete	29903	High	NA	Homo sapiens	2020/6/24	Peru
PER/covper060/2020	PER/covper060/2020	Nextstrain	MW030200	B.1	Complete	29903	High	NA	Homo sapiens	2020/3/17	Peru
PER/LSP0619/2022	PER/LSP0619/2022	Nextstrain	OM935761	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Peru
PER/LSP0645/2022	PER/LSP0645/2022	Nextstrain	OM945725	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Peru
PER/LSP0648/2022	PER/LSP0648/2022	Nextstrain	OM942667	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Peru
PER/LSP0668/2022	PER/LSP0668/2022	Nextstrain	OM945726	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Peru
PER/LSP0681/2022	PER/LSP0681/2022	Nextstrain	OM945727	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Peru
PER/LSP0687/2022	PER/LSP0687/2022	Nextstrain	OM945729	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Peru
PER/LSP0717/2022	PER/LSP0717/2022	Nextstrain	OM918712	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Peru
PER/LSP0718/2022	PER/LSP0718/2022	Nextstrain	OM942668	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Peru
PER/LSP0721/2022	PER/LSP0721/2022	Nextstrain	OM942669	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0723/2022	PER/LSP0723/2022	Nextstrain	OM942670	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0724/2022	PER/LSP0724/2022	Nextstrain	OM942671	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0727/2022	PER/LSP0727/2022	Nextstrain	OM988120	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0732/2022	PER/LSP0732/2022	Nextstrain	OM942673	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0742/2022	PER/LSP0742/2022	Nextstrain	OM942675	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0747/2022	PER/LSP0747/2022	Nextstrain	OM942676	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0749/2022	PER/LSP0749/2022	Nextstrain	OM942677	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0790/2022	PER/LSP0790/2022	Nextstrain	ON183267	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP0815/2022	PER/LSP0815/2022	Nextstrain	OM942917	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0821/2022	PER/LSP0821/2022	Nextstrain	OM942918	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0822/2022	PER/LSP0822/2022	Nextstrain	OM942919	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0836/2022	PER/LSP0836/2022	Nextstrain	OM942920	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0837/2022	PER/LSP0837/2022	Nextstrain	OM942921	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0854/2022	PER/LSP0854/2022	Nextstrain	OM942922	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0859/2022	PER/LSP0859/2022	Nextstrain	OM942924	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0868/2022	PER/LSP0868/2022	Nextstrain	OM942926	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0871/2022	PER/LSP0871/2022	Nextstrain	OM988125	BA.1.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0881/2022	PER/LSP0881/2022	Nextstrain	OM988126	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0888/2022	PER/LSP0888/2022	Nextstrain	OM988128	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0892/2022	PER/LSP0892/2022	Nextstrain	OM942927	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0898/2022	PER/LSP0898/2022	Nextstrain	OM942929	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0904/2022	PER/LSP0904/2022	Nextstrain	OM942931	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0919/2022	PER/LSP0919/2022	Nextstrain	OM942932	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0923/2022	PER/LSP0923/2022	Nextstrain	OM942933	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0931/2022	PER/LSP0931/2022	Nextstrain	OM942936	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0935/2022	PER/LSP0935/2022	Nextstrain	OM988130	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/11	Peru
PER/LSP0986/2022	PER/LSP0986/2022	Nextstrain	ON039320	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP0991/2022	PER/LSP0991/2022	Nextstrain	ON039321	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1009/2022	PER/LSP1009/2022	Nextstrain	ON039322	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1010/2022	PER/LSP1010/2022	Nextstrain	ON039323	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1012/2022	PER/LSP1012/2022	Nextstrain	ON039325	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1017/2022	PER/LSP1017/2022	Nextstrain	ON039326	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1025/2022	PER/LSP1025/2022	Nextstrain	ON039328	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1031/2022	PER/LSP1031/2022	Nextstrain	ON039330	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1041/2022	PER/LSP1041/2022	Nextstrain	ON039332	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1046/2022	PER/LSP1046/2022	Nextstrain	ON039333	BA.1.18	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1048/2022	PER/LSP1048/2022	Nextstrain	ON039334	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1050/2022	PER/LSP1050/2022	Nextstrain	ON039335	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1051/2022	PER/LSP1051/2022	Nextstrain	ON039336	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1053/2022	PER/LSP1053/2022	Nextstrain	ON039337	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1064/2022	PER/LSP1064/2022	Nextstrain	ON183268	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1191/2022	PER/LSP1191/2022	Nextstrain	ON039340	BA.1.18	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1192/2022	PER/LSP1192/2022	Nextstrain	ON039341	BA.1.18	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1209/2022	PER/LSP1209/2022	Nextstrain	ON039342	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1244/2022	PER/LSP1244/2022	Nextstrain	ON039344	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1247/2022	PER/LSP1247/2022	Nextstrain	ON039345	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1249/2022	PER/LSP1249/2022	Nextstrain	ON039347	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1261/2022	PER/LSP1261/2022	Nextstrain	ON039349	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1262/2022	PER/LSP1262/2022	Nextstrain	ON039350	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1265/2022	PER/LSP1265/2022	Nextstrain	ON183270	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1280/2022	PER/LSP1280/2022	Nextstrain	ON183272	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1282/2022	PER/LSP1282/2022	Nextstrain	ON183273	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1284/2022	PER/LSP1284/2022	Nextstrain	ON183275	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1286/2022	PER/LSP1286/2022	Nextstrain	ON183276	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1292/2022	PER/LSP1292/2022	Nextstrain	ON183278	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1316/2022	PER/LSP1316/2022	Nextstrain	ON183281	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1318/2022	PER/LSP1318/2022	Nextstrain	ON183282	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1371/2022	PER/LSP1371/2022	Nextstrain	ON183285	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1373/2022	PER/LSP1373/2022	Nextstrain	ON183286	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1380/2022	PER/LSP1380/2022	Nextstrain	ON183287	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1381/2022	PER/LSP1381/2022	Nextstrain	ON183288	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1385/2022	PER/LSP1385/2022	Nextstrain	ON183290	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/17	Peru
PER/LSP1386/2022	PER/LSP1386/2022	Nextstrain	ON183291	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1390/2022	PER/LSP1390/2022	Nextstrain	ON183293	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1416/2022	PER/LSP1416/2022	Nextstrain	ON183297	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1420/2022	PER/LSP1420/2022	Nextstrain	ON183299	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1421/2022	PER/LSP1421/2022	Nextstrain	ON183300	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1426/2022	PER/LSP1426/2022	Nextstrain	ON183302	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1438/2022	PER/LSP1438/2022	Nextstrain	ON183307	BA.1.14	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1441/2022	PER/LSP1441/2022	Nextstrain	ON183309	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1443/2022	PER/LSP1443/2022	Nextstrain	ON183311	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1445/2022	PER/LSP1445/2022	Nextstrain	ON183313	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1447/2022	PER/LSP1447/2022	Nextstrain	ON183315	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1448/2022	PER/LSP1448/2022	Nextstrain	ON183316	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1449/2022	PER/LSP1449/2022	Nextstrain	ON183317	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1450/2022	PER/LSP1450/2022	Nextstrain	ON183318	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1461/2022	PER/LSP1461/2022	Nextstrain	ON183319	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/13	Peru
PER/LSP1541/2022	PER/LSP1541/2022	Nextstrain	ON183321	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/12	Peru
PER/LSP1797/2022	PER/LSP1797/2022	Nextstrain	ON183326	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/15	Peru
PER/LSP1803/2022	PER/LSP1803/2022	Nextstrain	ON183328	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/15	Peru
PER/LSP1810/2022	PER/LSP1810/2022	Nextstrain	ON183329	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/15	Peru
PER/LSP1815/2022	PER/LSP1815/2022	Nextstrain	ON183331	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/15	Peru
PER/LSP1820/2022	PER/LSP1820/2022	Nextstrain	ON183334	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/15	Peru
PER/LSP1821/2022	PER/LSP1821/2022	Nextstrain	ON183335	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/15	Peru
PER/LSP1830/2022	PER/LSP1830/2022	Nextstrain	ON183337	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/15	Peru
PER/LSP1833/2022	PER/LSP1833/2022	Nextstrain	ON183338	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/15	Peru
PER/LSP1841/2022	PER/LSP1841/2022	Nextstrain	ON183340	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/15	Peru
PER/LSP1846/2022	PER/LSP1846/2022	Nextstrain	ON183342	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/15	Peru
PER/LSP1871/2022	PER/LSP1871/2022	Nextstrain	ON183347	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/15	Peru
PER/LSP1872/2022	PER/LSP1872/2022	Nextstrain	ON183348	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/15	Peru
PER/UPCH_cov0434/2021	PER/UPCH_cov0434/2021	Nextstrain	MZ275289	C.37	Complete	29903	High	NA	Homo sapiens	2021/1/30	Peru
PER/UPCH_cov0452/2021	PER/UPCH_cov0452/2021	Nextstrain	MZ275293	C.37	Complete	29903	High	NA	Homo sapiens	2021/2/13	Peru
PHL/GS/2020	PHL/GS/2020	Nextstrain	MT919768	B.6	Complete	29903	High	NA	Homo sapiens	2020/4/3	Philippines
POL/IHG_PAS_8_29/2020	POL/IHG_PAS_8_29/2020	Nextstrain	MW127515	B.1.1.277	Complete	29903	High	NA	Homo sapiens	2020/9/5	Poland
POL/PL_MCB_27/2020	POL/PL_MCB_27/2020	Nextstrain	MW273809	B.1.223	Complete	29903	High	NA	Homo sapiens	2020/5/12	Poland
PRY/202102823_631861/2021	PRY/202102823_631861/2021	Nextstrain	ON017417	B.1.1.33	Complete	29903	High	NA	Homo sapiens	2021/1/31	Paraguay
PRY/202102842_29827/2021	PRY/202102842_29827/2021	Nextstrain	ON017432	B.1.1	Complete	29903	High	NA	Homo sapiens	2021/2/23	Paraguay
PRY/202102885_42008/2021	PRY/202102885_42008/2021	Nextstrain	ON017463	B.1.1.33	Complete	29903	High	NA	Homo sapiens	2021/3/4	Paraguay
PRY/202102943_91525/2021	PRY/202102943_91525/2021	Nextstrain	ON017501	P.1	Complete	29903	High	NA	Homo sapiens	2021/4/13	Paraguay
Rodent/CHN/C57MA14/2020	Rodent/CHN/C57MA14/2020	Nextstrain	OL913104	B	Complete	29903	High	NA	Homo sapiens	2020/8/26	China
ROU/42/2021	ROU/42/2021	Nextstrain	OM595399	B.1.1.7	Complete	29903	High	NA	Homo sapiens	2021/6/12	Romania
RUS/3573/2020	RUS/3573/2020	Nextstrain	MW332235	B.1.1.424	Complete	29903	High	NA	Homo sapiens	2020/5/2	Russia
RUS/4460/2020	RUS/4460/2020	Nextstrain	MZ544367	K.2	Complete	29903	High	NA	Homo sapiens	2020/12/1	Russia
RUS/5473/2020	RUS/5473/2020	Nextstrain	MW332241	B.1	Complete	29903	High	NA	Homo sapiens	2020/8/11	Russia
RUS/Altufjevo/2022	RUS/Altufjevo/2022	Nextstrain	ON032859	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/25	Russia
RUS/LIA/2022	RUS/LIA/2022	Nextstrain	ON032858	BA.1.15	Complete	29903	High	NA	Homo sapiens	2022/1/27	Russia
RUS/Otradnoe/2022	RUS/Otradnoe/2022	Nextstrain	ON032857	BA.1.15	Complete	29903	High	NA	Homo sapiens	2022/1/25	Russia
RUS/Podolsk/2021	RUS/Podolsk/2021	Nextstrain	ON032860	AY.122	Complete	29903	High	NA	Homo sapiens	2021/10/8	Russia
SLE/SL29/2021	SLE/SL29/2021	Nextstrain	MZ854388	B.1.629	Complete	29903	High	NA	Homo sapiens	2021/6/3	Sierra Leone
SLE/SL57/2021	SLE/SL57/2021	Nextstrain	MZ854411	B.1.617.2	Complete	29903	High	NA	Homo sapiens	2021/6/18	Sierra Leone
SLE/SL59/2021	SLE/SL59/2021	Nextstrain	MZ854413	B.1.617.2	Complete	29903	High	NA	Homo sapiens	2021/6/19	Sierra Leone
SOM/NAMRU3_Mog_18/2021	SOM/NAMRU3_Mog_18/2021	Nextstrain	MZ520071	B.1.1.7	Complete	29903	High	NA	Homo sapiens	2021/2/28	Somalia
SOM/NAMRU3_Mog_24/2021	SOM/NAMRU3_Mog_24/2021	Nextstrain	MZ394630	B.1.1.7	Complete	29903	High	NA	Homo sapiens	2021/4/6	Somalia
Spain/UW21112916307/2021	Spain/UW21112916307/2021	Nextstrain	ON303693	AY.4.2.3	Complete	29903	High	NA	Homo sapiens	2021/11/29	Spain
SWE/000200118629/2021	SWE/000200118629/2021	Nextstrain	MZ848129	AY.9.2	Complete	29903	High	NA	Homo sapiens	2021/8/10	Sweden
SWE/01/2020	SWE/01/2020	Nextstrain	MT093571	B	Complete	29903	High	NA	Homo sapiens	2020/2/7	Sweden
SYC/G38725/2021	SYC/G38725/2021	Nextstrain	OK377352	B.1.351	Complete	29903	High	NA	Homo sapiens	2021/2/5	Seychelles
SYC/G40372/2021	SYC/G40372/2021	Nextstrain	OK377353	B.1.351	Complete	29903	High	NA	Homo sapiens	2021/2/10	Seychelles
SYC/G9497/2020	SYC/G9497/2020	Nextstrain	OK377421	B.1.1	Complete	29903	High	NA	Homo sapiens	2020/10/2	Seychelles
SYC/SS2596/2021	SYC/SS2596/2021	Nextstrain	OK377481	AY.122	Complete	29903	High	NA	Homo sapiens	2021/7/15	Seychelles
SYC/SS3530/2021	SYC/SS3530/2021	Nextstrain	OL351951	AY.122	Complete	29903	High	NA	Homo sapiens	2021/9/11	Seychelles
SYC/SS3581/2021	SYC/SS3581/2021	Nextstrain	OL351995	AY.122	Complete	29903	High	NA	Homo sapiens	2021/9/16	Seychelles
SYC/SS7600/2022	SYC/SS7600/2022	Nextstrain	ON603379	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Seychelles
SYC/SS7603/2022	SYC/SS7603/2022	Nextstrain	ON603381	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Seychelles
SYC/SS7604/2022	SYC/SS7604/2022	Nextstrain	ON603382	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Seychelles
SYC/SS7608/2022	SYC/SS7608/2022	Nextstrain	ON603483	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Seychelles
SYC/SS7609/2022	SYC/SS7609/2022	Nextstrain	ON603385	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Seychelles
SYC/SS7617/2022	SYC/SS7617/2022	Nextstrain	ON603389	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Seychelles
SYC/SS7618/2022	SYC/SS7618/2022	Nextstrain	ON603390	BA.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Seychelles
SYC/SS7622/2022	SYC/SS7622/2022	Nextstrain	ON603392	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Seychelles
SYC/SS7626/2022	SYC/SS7626/2022	Nextstrain	ON603395	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Seychelles
SYC/SS7630/2022	SYC/SS7630/2022	Nextstrain	ON603397	BA.1.1	Complete	29903	High	NA	Homo sapiens	2022/1/10	Seychelles
SYC/SS7639/2022	SYC/SS7639/2022	Nextstrain	ON603493	AY.122	Complete	29903	High	NA	Homo sapiens	2022/1/11	Seychelles
